ISBN,Book_Title,Book_Author,Year_Of_Publication,Publisher
842341137,McGee and Me: Take Me Out of the Ball Game (Focus on the Family),Bill Myers,1990,Tyndale House Publishers
439057469,Home Run Heroes: Mark McGwire and Sammy Sosa,Joseph Layden,1998,Scholastic
590425587,"Drina Dances on Stage (Drina, No 4)",Jean Estoril,1989,Scholastic Paperbacks (Mm)
440402921,Travelers by Night,Vivien Alcock,1990,Yearling Books
316142336,At the Plate with...Ken Griffey Jr. (Matt Christopher Sports Biographies),Matt Christopher,1997,"Little, Brown"
310202639,Baseball 2,Mark Littleton,1996,Zondervan (J)
310495512,Baseball (Sports Heroes),Mark R. Littleton,1995,Zondervan
1889733008,The Butterfly That Found Her Way Home (La Mariposa Que Encontro El Carmino a Cosa): A Story of Forgiveness (Un Cuento de Perdon),Susan A. Brindle,1994,"Precious Life Books, Incorporated"
440406943,D'Aulaires Book of Greek Myths,INGRI D'AULAIRE,1992,Yearling Books
1856975770,The Kingfisher First Dictionary,Angela Crawley,1995,Kingfisher
1568222033,Big Book of Everything: Preschool,Kathy Douglas,1995,Austin &amp; Nelson
9531530319,"Gdje pijevac ne pjeva (Biblioteka \Zlatni paun\"")""",Ivan Aralica,1996,"\Otokar Kersovani\"""
8631301663,Martin protiv CIA-e i KGB-a (Hit junior),Dubravko Jelacic Buzimski,1988,Znanje
1567186483,Origins of Modern Witchcraft: The Evolution of a World Religion,Aoumiel,2000,Llewellyn Publications
738841943,BLACK MOON,S. J. Gaither,2001,Xlibris Corporation
806512687,The Candle Magick Workbook (Library of the Mystic Arts),Kala Pajeon,1991,Carol Publishing Corporation
875420486,Practical Candleburning Rituals: Spells and Rituals for Every Purpose (Llewellyn's Practical Magick Series),Raymond Buckland,1974,Llewellyn Publications
385333137,Black and Blue (Oprah's Book Club),ANNA QUINDLEN,2000,Delta
553576801,The Perfect Husband,LISA GARDNER,1997,Bantam
1551668637,New Attitude,Charlotte Hughes,2001,Mira
60169281,Soul Mates: Honoring the Mysteries of Love and Relationship,Thomas Moore,1994,Harpercollins
1551666952,The Falls,Karen Harper,2003,Mira
553285785,Public Secrets,Nora Roberts,1990,Bantam
373484410,Time And Again,Nora Roberts,2001,Silhouette
64405877,Am I Blue? : Coming Out from the Silence,Marion Dane Bauer,1995,HarperTrophy
60009640,Crush Depth,Joe Buff,2002,William Morrow
60182970,Coldheart Canyon: A Hollywood Ghost Story,Clive Barker,2001,HarperCollins Publishers
399144897,The White House Connection,Jack Higgins,1999,Putnam Pub Group
61031089,Running Scared,Elizabeth Lowell,2003,Avon Books
312890273,Ancient of Days,Michael Bishop,1995,St Martins Pr
446608378,Thunderhead,Douglas Preston,2000,Warner Books
449001962,"Murder in Foggy Bottom (Truman, Margaret, Capital Crimes Series.)",Margaret Truman,2002,Fawcett Books
385323921,The Klone and I: A High-Tech Love Story,Danielle Steel,1998,Delacorte Press
1551668440,Snowfall,Sharon Sala,2001,Mira
446518700,The Heart: A Memoir,Lance Morrow,1995,Warner Books Inc
451201906,Storm,Boris Starling,2000,Signet Book
812555058,Frost of Heaven,Junius Podrug,2000,Tor Books
441005543,The Night Watch,Sean Stewart,1998,Ace Books
312956681,Rulers of Darkness (Rulers of Darkness),Steven Spruill,1998,St. Martin's Press
373262736,"Fowl Play (Wwl Mystery , No 273)",Patricia Tichenor Westfall,1998,Worldwide Library
451193288,Reckless Endangerment,Robert K. Tanenbaum,1999,Signet Book
553578022,The Face of Deception,Iris Johansen,1999,Bantam Books
449219364,G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1991,Fawcett Books
1842328506,The Widow,Nicolas Freeling,2001,House of Stratus
446516279,Dreamfall,Joan D. Vinge,1996,Warner Books
380775832,Winter Fire,Elizabeth Lowell,1997,Avon
440215900,Walking After Midnight,KAREN ROBARDS,1995,Dell
380818760,Beautiful Dreamer,Elizabeth Lowell,2001,Avon
446361836,"Forever, Victoria",Dorothy Garlock,1993,Warner Books
517549069,Mistrals Daughter,Judith Krantz,1982,Random House Value Publishing
1567187277,Murder at Witches Bluff: A Novel of Suspense and Magick,Silver Ravenwolf,2000,Llewellyn Publications
373272359,"Texas Hero  (Code Name:  Danger) (Silhouette Intimate Moments, 1165)",Merline Lovelace,2002,Silhouette
446605883,With Song,Dorothy Garlock,1999,Warner Books
1567181562,The Celtic Heart,Kathryn Marie Cocquyt,1994,Llewellyn Pubns
140187405,Tortilla Flat (Penguin Twentieth-Century Classics),John Steinbeck,1997,Penguin Books
893753971,Great Tales of Terror (A Watermill Classic),Edgar Allan Poe,1993,Troll Communications
1853260584,Return of Sherlock Holmes (Wordsworth Classics),A. C. Doyle,1997,NTC/Contemporary Publishing Company
590434985,Jacob Have I Loved,Katherine Paterson,0,Scholastic Inc
671739670,"LIFE, THE UNIVERSE AND EVERYTHING (Hitchhiker's Trilogy (Paperback))",Douglas Adams,1991,Pocket
843953101,You Are SO Cursed!,Naomi Nash,2004,Smooch
345308484,What Every Woman Should Know About Men,Joyce Brothers,1983,Ballantine Books
393307069,Post Captain (Aubrey-Maturin (Paperback)),Patrick O'Brian,1990,W. W. Norton &amp; Company
380789140,Prisoner of Conscience,Susan R. Matthews,1998,Avon Books
451453824,"Tactics of Duty (Battletech, No 19)",William H. Keith,1995,Roc
440186927,There Is a Tide,Agatha Christie,1970,Bantam Books (Mm)
679783261,Pride and Prejudice (Modern Library Classics),Jane Austen,2000,Modern Library
375806717,Black Stallion,Walter Farley,2000,Random House Children's Books
515137057,Clean Cut,Theresa Monsour,2004,Jove Books
743227441,The Other Boleyn Girl,Philippa Gregory,2002,Touchstone
670877999,Slow Burn,Victor Kelleher,1997,Viking Children's Books
312986289,Blackwater Sound (A Thorn Mystery),James W. Hall,2002,St. Martin's Paperbacks
812570901,The Fifth Horseman : A Novel of Biological Disaster (Zammit),Richard Sherbaniuk,2002,Tor Books
671024108,Speaking in Tongues,Jeffery Deaver,2002,Pocket
345433491,Hanna's Daughters (Ballantine Reader's Circle),Marianne Fredriksson,1999,Ballantine Books
671793888,Cowboys Are My Weakness,Pam Houston,1993,Washington Square Press
679769447,What Girls Learn,Karin Cook,1998,Vintage Books USA
671535455,HOOPI SHOOPI DONNA,Suzanne Strempek Shea,1997,Washington Square Press
1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994,Health Communications
345381432,Dreaming in Cuban,CRISTINA GARCIA,1993,Ballantine Books
553375067,Emotional Intelligence : Why It Can Matter More Than IQ,Daniel Goleman,1997,Bantam
671452177,WLD ACCORDNG GARP,John Irving,1982,Pocket
451143426,One Flew Over the Cuckoo's Nest,Ken Kesey,1963,Signet Book
553275976,The Bonfire of the Vanities,Tom Wolfe,1988,Bantam Books
553122509,All Creatures Great and Small,James Herriot,0,Bantam Doubleday Dell
140092323,Lake Wobegon days,Garrison Keillor,1986,Penguin Books
441779131,The Stainless Steel Rat Saves the World (Stainless Steel Rat Books (Paperback)),Harry Harrison,1989,Ace Books
345387813,Power Play,Anne McCaffrey,1996,Del Rey Books
1562927736,The Adventures of Mighty Mom,Gwendolyn Mitchell Diaz,2000,Chariot Victor Pub
553293885,A Great Day for the Deadly,Jane Haddam,1992,Bantam Books
671795171,"Passing Fancy (Alien Nation, Book 6)",David Spencer,1994,Pocket
449702472,The Truth Trap,Frances Miller,1995,Fawcett Books
553564404,Finnegan's Week,Joseph Wambaugh,1996,Bantam Books
441873308,Warlock Unlocked,Christopher Stasheff,1985,Ace Books
812512421,Lion in the Valley,Elizabeth Peters,1990,Tor Books (Mm)
553209833,The Lost Jewels of Nabooti,R. A. Montgomery,1981,Bantam Books
553562398,Rest in Pieces (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1993,Bantam
553287532,Wish You Were Here (Mrs. Murphy Mysteries (Paperback)),RITA MAE BROWN,1991,Bantam
312979509,Spider's Web,Agatha Christie,2001,St. Martin's Paperbacks
60199296,"Today I Am a Ma'Am: And Other Musings on Life, Beauty, and Growing Older",Valerie Harper,2001,HarperEntertainment
1885365012,Dancing With Tigers,Janet E. Lapp,1994,Demeter Press
931580781,Life 101: Everything We Wish We Had Learned About Life in School--But Didn't (The Life 101 Series),Peter McWilliams,1994,Prelude Press
440214602,Crossing Antarctica,Will Steger,1993,Dell Publishing Company
425191583,Imitation in Death (Eve Dallas Mysteries (Paperback)),J. D. Robb,2004,Berkley Publishing Group
61097942,"Our Looks, Our Lives: Sex, Beauty, Power, and the Need to Be Seen",Nancy Friday,1999,HarperTorch
449207145,My Name Is Asher Lev,Chaim Potok,1990,Fawcett Books
380704900,Nighty-Nightmare,James Howe,1988,Avon Books
553278363,The Red Pony,John Steinbeck,1988,Bantam Books
684717603,The GREAT GATSBY (Scribner Classic),F. Scott Fritzgerald,1920,Scribner Paper Fiction
671666401,Surrender the Pink,Carrie Fisher,1990,Simon &amp; Schuster
671434225,CONTACT,Carl Sagan,1986,Pocket
609609491,The One Minute Millionaire: The Enlightened Way to Wealth,MARK VICTOR HANSEN,2002,Harmony
3453136411,Das Urteil.,John Grisham,1998,Heyne
671742949,UNDER SIEGE,Stephen Coonts,1991,Pocket
553582127,The Search,Iris Johansen,2001,Bantam Books
425169685,Flight of Eagles,Jack Higgins,1999,Berkley Publishing Group
425132625,Sky Masters,Dale Brown,1996,Berkley Publishing Group
440225817,Acts of Malice,Perri O'Shaughnessy,2000,Island
312982615,Robert Ludlum's The Paris Option : A Covert-One Novel (A Covert-One Novel),Robert Ludlum,2003,St. Martin's Paperbacks
743456394,The White Road,John Connolly,2004,Atria Books
312270712,"Dispensing with the Truth : The Victims, the Drug Companies, and the Dramatic Story Behind the Battle over Fen-Phen",Alicia Mundy,2002,St. Martin's Griffin
60163283,Bones: A Forensic Detective's Casebook,Douglas H. Ubelaker,1992,Harpercollins
61091847,Mafia Dynasty: The Rise and Fall of the Gambino Crime Family,John H. Davis,1994,HarperTorch
553578308,Tough Cookie,Diane Mott Davidson,2001,Bantam Books
393300498,As We Are Now,May Sarton,1983,W. W. Norton &amp; Company
553578359,Chopping Spree,Diane Mott Davidson,2003,Bantam Books
671529986,MOTHER : MOTHER,Claudia O'Keefe,1996,Atria
1594570841,MacFarlane's Ridge,Patricia Deane Wigington,2003,Global Book Publisher
1853260061,Portrait of the Artist As a Young Man (Wordsworth Classics),James Joyce,1997,NTC/Contemporary Publishing Company
440901588,A Swiftly Tilting Planet,Madeleine L'Engle,1979,Laure Leaf
425146421,The Wizard's Daughter,Barbara Michaels,1995,Berkley Publishing Group
1551666235,Wild Enough For Willa (Mira),Ann Major,2000,Mira
553281143,The Obnoxious Jerks,Stephen Manes,1990,Starfire
345305779,Get Off the Unicorn,Anne McCaffrey,1982,Del Rey Books
684827123,The SONG OF THE DODO: ISLAND BIOGEOGRAPHY IN AN AGE OF EXTINCTIONS,David Quammen,1997,Scribner
380792028,Glorious Angel,Johanna Lindsey,2002,Avon
821770195,Charming Lily (Zebra Books),Fern Michaels,2001,Zebra Books
517593343,Spring Collection,Judith Krantz,1996,Random House Inc
969522908,"The Canadian achievers: How they did it, how you can do it, why you should do it",Dick Drew,1991,Drew Marketing &amp; Productions
842357424,Land of the Shadow (Appomattox Saga #04),Gilbert Morris,1993,Tyndale House Pub
886773490,"The Star Scroll (Dragon Prince, Book 2)",Melanie Rawn,1994,Daw Books
515129933,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,2001,Jove Books
345387805,Power Lines,Anne McCaffrey,1996,Del Rey Books
345316002,Killashandra,Anne McCaffrey,1993,Del Rey Books
441003583,The Godmother's Apprentice,Elizabeth Ann Scarborough,1996,Ace Books
441005195,"Jovah's Angel (Samaria Trilogy, Book 2)",Sharon Shinn,1998,Ace Books
441004326,"Archangel (Samaria Trilogy, Book 1)",Sharon Shinn,1997,Ace Books
441005055,The Alleluia Files (Ace Science Fiction),Sharon Shinn,1998,Ace Books
590034871,Girls Know Best,Michelle Roehm,0,Scholastic Inc
425179648,Marrying the Mistress,Joanna Trollope,2001,Berkley Publishing Group
9070066882,Het volgende verhaal,Cees Nooteboom,1991,De Arbeiderspers
553262807,Always Coming Home,Ursula K. Le Guin,1993,Spectra Books
679420916,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1993,Random House Inc
895948028,Old Age Is Another Country: A Traveler's Guide,Page Smith,1995,Ten Speed Pr
446515612,The American Vegetarian Cookbook from the Fit for LifeKitchen,Marilyn Diamond,1990,Warner Books
1569247137,Three Trapped Tigers,G. Cabrera Infante,1997,Marlowe &amp; Company
671657860,"Many Lives, Many Masters",Brian L. Weiss,1988,Fireside
515103292,When Rabbit Howls,Truddi Chase,1990,Jove Books
60956283,Good/Grief,Josh Koppel,2000,Perennial
3596142172,Body and Soul.,Frank Conroy,1999,"Fischer (Tb.), Frankfurt"
3404142942,Das Jesus Video.,Andreas Eschbach,2000,L�?¼bbe
3453160789,Aurora.,Robert Harris,2000,Heyne
3453162358,Der Erleuchtete.,Sean Russell,2000,Heyne
3257230044,Der Spion und der Analytiker.,Liaty Pisani,1997,Diogenes Verlag
3442727103,Die Versuchung in der W�?¼ste.,Jim Crace,2001,Btb Bei Goldmann
3596147832,Das Haus der Harmonie.,Barbara Wood,2000,"Fischer (Tb.), Frankfurt"
3404139968,Von Zeit zu Zeit. Die Vergangenheit ist nur einen Schritt entfernt.,Jack Finney,1998,L�?¼bbe
3453196643,Inseln im Netz.,Bruce Sterling,2002,Heyne
3442351472,Seidentanz.,Federica de Cesco,1999,Goldmann
3442435285,Feuerfrau.,Federica de Cesco,1997,Goldmann
3442431379,Silbermuschel.,Federica de Cesco,1996,Goldmann
3404143485,Die Versuchung.,David Baldacci,2000,L�?¼bbe
3596223946,"Sommerhaus, später: Erzählungen (Collection S. Fischer)",Judith Hermann,1998,S. Fischer
3547717655,W�?¼stenmond.,Federica de Cesco,2000,Schroeder M.V.
3446200487,Baudolino.,Umberto Eco,2001,Carl Hanser Verlag
3446201882,Die Stadt der wilden G�?¶tter,Isabel Allende,2002,Hanser Belletristik
759901260,Cowboy in My Pocket,Kate Douglas,2001,Hard Shell Word Factory
679764003,Happy Death,ALBERT CAMUS,1995,Vintage
812550609,Arrows of the Sun,Judith Tarr,1995,Tor Books (Mm)
1560760516,"Firstborn (Dragonlance Elven Nations, Vol 1)",Paul B. Thompson,1991,Wizards of the Coast
345422406,Merrick (Vampire/Witches Chronicles),Anne Rice,2001,Ballantine Books
312194560,Girl Walking Backwards,Bett Williams,1998,Griffin Trade Paperback
553570951,"Dawn Rochelle, Four Novels: Six Months to Live/ I Want to Live/ So Much to Live For/ No Time to Cry",Lurlene McDaniel,2000,Starfire
451121082,You Only Live Twice,Ian Fleming,1982,Signet Book
140345353,The Devil's Arithmetic,Jane Yolen,1990,Puffin Books
671644475,The Conquest,Jude Deveraux,1991,Pocket
373122659,"The Honeymoon Contract  (The Kings Of Australia) (Harlequin Presents, 2265)",Emma Darcy,2002,Harlequin
373259891,"Just Kiss Me (Harlequin Temptation, 889)",Kathleen O'Reilly,2002,Harlequin
373122691,The Pregnant Bride (Harlequin Presents),Catherine Spencer,2002,Harlequin
373122675,"To Marry McCloud  (Bachelor Cousins) (Harlequin Presents, 2267)",Carole Mortimer,2002,Harlequin
812507274,Love Talker,Elizabeth Peters,1990,Tor Books (Mm)
70506728,Miracle at Midway,Gordon William Prange,1982,McGraw-Hill
525932593,Hill Towns of Italy,Richard Kauffman,1984,Dutton Books
810913763,The National Geographic Society: 100 Years of Adventure and Discovery,C.D.B. Bryan,1987,H.N. Abrams
865470561,Mrs. Bridge : A Novel,Evan S. Connell,1990,North Point Press
688159141,Gates of Eden,Ethan Coen,1998,Rob Weisbach Books
449908615,Star Country,Jill Robinson,1996,Ballantine Books
963440349,Where the Locals Eat: A Guide to the Best Restaurants in America,Magellan Press,1998,Magellan Press (TN)
312045875,The Route 66 Traveler's Guide and Roadside Companion,Tom Snyder,1990,St Martins Pr
671769316,NEW ROADSIDE AMERICA : THE MODERN TRAVELER'S GUIDE TO THE WILD AND WONDERFUL WORLD OF AMERICA'S TOURIST,Doug Kirby,1992,Fireside
806515015,The Cockroach Hall of Fame: And 101 Other Off-The-Wall Museums,Sandra Gurvis,1994,Carol Publishing Corporation
767900936,"Eat Your Way Across the U.S.A: 500 Diners, Farmland Buffets, Lobster Shacks, Pie Palaces, and Other All-American Eateries",Jane Stern,1999,Broadway Books
60965991,Roadfood,Jane Stern,1992,HarperCollins
1559581719,"The Food Lover's Handbook to the Southwest: Where to Find the Very Best Restaurants, Gourmet Shops, Outdoor Markets, Food Fiestas",Dave Dewitt,1992,Prima Lifestyles
553213938,The Custom of the Country,Edith Wharton,1991,Bantam
1551668122,Night Of The Black Bird,Heather Graham,2001,Mira
345444078,Shadows over Innsmouth,Stephen Jones,2001,Del Rey Books
802137040,Exploration of the Valley of the Amazon,William Lewis Herndon,2000,Grove Press
1860461670,Miss Smilla's Feeling for Snow,Peter Hoeg,2000,Havill Pr
375410198,The Feast of Love : A Novel,CHARLES BAXTER,2000,Pantheon Books
375700153,The Troublesome Offspring of Cardinal Guzman,LOUIS DE BERNIERES,1998,Vintage
451190548,The Green Mile: Coffey's Hands (Green Mile Series),Stephen King,1996,Signet Book
671553046,Life Support,Tess Gerritsen,1998,Pocket
553232940,"Escape (Choose Your Own Adventure, No 20)",R. A. Montgomery,1983,Bantam Books
684849224,Advanced Sex Tips for Girls: This Time It's Personal,Cynthia Heimel,2002,Simon &amp; Schuster
6392466,Working Class Zero,Rob Payne,2003,HarperCollins Canada
452283825,Baggage,Emily Barr,2003,Plume Books
425176045,Falling Bodies,Andrew Mark,2000,Berkley Publishing Group
449006158,The Night Inspector: A Novel (Ballantine Reader's Circle),Frederick Busch,2000,Ballantine Books
486280381,Civil War Stories (Dover Thrift Editions),Ambrose Bierce,1994,Dover Publications
671749102,Principle Centered Leadership,Stephen Covey,1991,Simon &amp; Schuster
687287529,Becoming a Thinking Christian,"John B., Jr. Cobb",1993,Abingdon Press
142003735,Old Flames,John Lawton,2003,Penguin USA (Paper)
451168429,Depraved Indifference,Robert K. Tanenbaum,1994,Signet Book
312104324,The Bluestocking: The Story of the Famous Forrest Divorce Case,David Delman,1994,St Martins Pr
552138428,The Brentford Triangle,Robert Rankin,1992,Bantam Pr Ltd
425180468,Fax Me a Bagel,Sharon Kahn,2001,Berkley Publishing Group
60092165,Two Cooks A-Killing : An Angie Amalfi Mystery,Joanne Pence,2003,Avon
61094234,Dirt,Stuart Woods,1997,HarperTorch
425169855,Date With the Perfect Dead Man (Hannah and Kiki Mysteries),Annie Griffin,1999,Berkley Publishing Group
61099805,Swimming to Catalina,Stuart Woods,1998,HarperTorch
61093491,Dead in the Water,Stuart Woods,1998,HarperTorch
61090808,New York Dead,Stuart Woods,1992,HarperTorch
440223709,Taken to the Cleaners (Mandy Dyer Mystery),Dolores Johnson,1997,Dell
140272852,Amistad,A. Pate,1998,Penguin Books Ltd
9057592029,Erzsébet: Roman,Hanna de Heus,1998,Podium
373121873,The Marriage Arrangement,Helen Bianchin,2001,Harlequin
